Area,Baths,Bedrooms,Price,location
10 Marla,6,4,PKR7.5 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR8.85 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR8 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR8.9 Crore,"G-13, Islamabad, Islamabad Capital"
5 Marla,3,4,PKR4.6 Crore,"G-11, Islamabad, Islamabad Capital"
5 Marla,6,5,PKR5.75 Crore,"G-11, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR9.5 Crore,"G-11, Islamabad, Islamabad Capital"
5 Marla,5,5,PKR5.75 Crore,"G-11, Islamabad, Islamabad Capital"
1 Kanal,7,7,PKR16 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,6,5,PKR8.4 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR7.5 Crore,"G-13, Islamabad, Islamabad Capital"
1.3 Kanal,7,8,PKR18.5 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,6,8,PKR6.2 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,5,5,PKR7.1 Crore,"G-13, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR10.5 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR5.6 Crore,"G-13, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR10.7 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR8.1 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,3,4,PKR3.1 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR8.7 Crore,"G-13, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR11 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR8.5 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,-,10,PKR16.5 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR3.5 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR3.7 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR7.15 Crore,"G-13, Islamabad, Islamabad Capital"
5 Kanal,6,7,PKR35 Crore,"Gulberg, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR8.5 Crore,"G-13, Islamabad, Islamabad Capital"
4.4 Marla,5,4,PKR3.25 Crore,"G-13, Islamabad, Islamabad Capital"
10.9 Marla,7,6,PKR8 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,7,6,PKR5.25 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,4,4,PKR6.5 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,-,-,PKR15.5 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,6,6,PKR6.4 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR16.5 Crore,"G-13, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR11 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR8.5 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,6,4,PKR10 Crore,"G-11, Islamabad, Islamabad Capital"
10 Marla,6,8,PKR7.25 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,5,5,PKR8.6 Crore,"G-11, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR7 Crore,"G-13, Islamabad, Islamabad Capital"
5 Kanal,6,9,PKR34 Crore,"Gulberg, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR7.5 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,2,2,PKR5.65 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,4,4,PKR6 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR8.5 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,6,6,PKR6.5 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR9.5 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR3.2 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR8.3 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR6.35 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,5,5,PKR5.1 Crore,"G-13, Islamabad, Islamabad Capital"
3.6 Marla,3,4,PKR2.95 Crore,"G-11, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR3.35 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR4.5 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR3.65 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,5,4,PKR9 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR5.4 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,7,8,PKR13 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,7,7,PKR17 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,5,5,PKR6.3 Crore,"G-11, Islamabad, Islamabad Capital"
7 Marla,6,6,PKR7 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,5,5,PKR7.75 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR17 Crore,"G-13, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR11.85 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR4.9 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR16.5 Crore,"G-13, Islamabad, Islamabad Capital"
5 Marla,6,5,PKR5.9 Crore,"G-11, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR5.85 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,7,6,PKR15.5 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR6.65 Crore,"G-13, Islamabad, Islamabad Capital"
10.9 Marla,6,7,PKR8 Crore,"G-13, Islamabad, Islamabad Capital"
10.9 Marla,6,7,PKR8.25 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR7 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR3.15 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR5.4 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,7,5,PKR7.1 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,7,7,PKR16 Crore,"G-13, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR10.75 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,4,4,PKR6.85 Crore,"G-11, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR3.15 Crore,"G-13, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR9 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,3,3,PKR3.3 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR8.75 Crore,"G-11, Islamabad, Islamabad Capital"
14 Marla,6,7,PKR10.5 Crore,"G-13, Islamabad, Islamabad Capital"
4.4 Marla,5,4,PKR3.85 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR3.4 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,-,-,PKR5.2 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR7.5 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,7,8,PKR16.7 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,7,7,PKR16.5 Crore,"G-13, Islamabad, Islamabad Capital"
14 Marla,-,7,PKR12.5 Crore,"G-13, Islamabad, Islamabad Capital"
14 Marla,7,5,PKR10.8 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,5,4,PKR7.1 Crore,"G-13, Islamabad, Islamabad Capital"
10.9 Marla,6,5,PKR8.5 Crore,"G-13, Islamabad, Islamabad Capital"
4.4 Marla,4,4,PKR3 Crore,"G-13, Islamabad, Islamabad Capital"
4.4 Marla,5,4,PKR4.1 Crore,"G-13, Islamabad, Islamabad Capital"
4.4 Marla,5,4,PKR4.3 Crore,"G-13, Islamabad, Islamabad Capital"
4.4 Marla,5,10,PKR4.25 Crore,"G-13, Islamabad, Islamabad Capital"
5.5 Marla,5,5,PKR5.75 Crore,"G-11, Islamabad, Islamabad Capital"
8 Marla,5,4,PKR5.8 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR7.1 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR2.9 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,3,4,PKR3.55 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,6,6,PKR6.5 Crore,"G-13, Islamabad, Islamabad Capital"
14.2 Marla,7,7,PKR10.5 Crore,"G-13, Islamabad, Islamabad Capital"
14.2 Marla,6,6,PKR13.2 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,7,5,PKR5.4 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR9.45 Crore,"G-13, Islamabad, Islamabad Capital"
5 Marla,5,5,PKR5.25 Crore,"G-11, Islamabad, Islamabad Capital"
4.4 Marla,5,4,PKR3.4 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR3.15 Crore,"G-13, Islamabad, Islamabad Capital"
4.4 Marla,5,4,PKR3.5 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR3.35 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,6,6,PKR5.6 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR3.65 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR5.7 Crore,"G-13, Islamabad, Islamabad Capital"
14.2 Marla,7,6,PKR12 Crore,"G-13, Islamabad, Islamabad Capital"
10.9 Marla,6,5,PKR9 Crore,"G-13, Islamabad, Islamabad Capital"
4.4 Marla,5,4,PKR3.25 Crore,"G-13, Islamabad, Islamabad Capital"
5.6 Marla,5,4,PKR4.5 Crore,"G-11, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR6.35 Crore,"G-13, Islamabad, Islamabad Capital"
5.3 Marla,4,4,PKR4.75 Crore,"G-11, Islamabad, Islamabad Capital"
14 Marla,7,7,PKR10.75 Crore,"G-13, Islamabad, Islamabad Capital"
10.9 Marla,7,7,PKR8.5 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR3.2 Crore,"G-13, Islamabad, Islamabad Capital"
14.2 Marla,-,7,PKR11.25 Crore,"G-13, Islamabad, Islamabad Capital"
14.2 Marla,-,7,PKR12.7 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR3.95 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,4,5,PKR7.25 Crore,"G-11, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR5.7 Crore,"G-11, Islamabad, Islamabad Capital"
2 Kanal,-,-,PKR34 Crore,"G-11, Islamabad, Islamabad Capital"
4 Marla,5,5,PKR4.3 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR4.15 Crore,"G-13, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR11 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR5.95 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,4,4,PKR5.1 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,3,2,PKR5.8 Crore,"G-11, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR17.5 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR15.9 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,5,5,PKR3.29 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR5 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR8.15 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR9.3 Crore,"G-13, Islamabad, Islamabad Capital"
14 Marla,7,6,PKR10.85 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,4,4,PKR6.5 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR8.4 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR7 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,7,5,PKR6.8 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,5,5,PKR6.85 Crore,"G-11, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR5.85 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,7,6,PKR8.9 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR3.95 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,4,4,PKR6.8 Crore,"G-13, Islamabad, Islamabad Capital"
10 Marla,5,5,PKR9.75 Crore,"G-11, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR5.5 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,6,7,PKR15.5 Crore,"G-13, Islamabad, Islamabad Capital"
4.4 Marla,5,4,PKR3.45 Crore,"G-13, Islamabad, Islamabad Capital"
7 Marla,4,4,PKR5.6 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR4.1 Crore,"G-13, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR3.5 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,7,6,PKR5.15 Crore,"G-13, Islamabad, Islamabad Capital"
10.9 Marla,-,-,PKR8.5 Crore,"G-13, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR16.5 Crore,"G-11, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR8.85 Crore,"G-11, Islamabad, Islamabad Capital"
8 Marla,7,5,PKR4.85 Crore,"G-13, Islamabad, Islamabad Capital"
8 Marla,5,5,PKR3 Crore,"B-17, Islamabad, Islamabad Capital"
10.9 Marla,6,7,PKR4.45 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,5,5,PKR3.3 Crore,"B-17, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR7.9 Crore,"B-17, Islamabad, Islamabad Capital"
10 Marla,6,7,PKR3.8 Crore,"B-17, Islamabad, Islamabad Capital"
10.9 Marla,6,-,PKR5.6 Crore,"B-17, Islamabad, Islamabad Capital"
4 Marla,4,3,PKR4.25 Crore,"D-12, Islamabad, Islamabad Capital"
10 Marla,6,5,PKR11.5 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,5,4,PKR10 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR5.75 Crore,"D-12, Islamabad, Islamabad Capital"
10 Marla,6,5,PKR13 Crore,"D-12, Islamabad, Islamabad Capital"
4 Marla,4,3,PKR4.5 Crore,"D-12, Islamabad, Islamabad Capital"
4 Marla,3,3,PKR6.75 Crore,"D-12, Islamabad, Islamabad Capital"
14 Marla,6,7,PKR14.5 Crore,"D-12, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR16.5 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,7,5,PKR4.25 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.8 Crore,"B-17, Islamabad, Islamabad Capital"
10.9 Marla,6,6,PKR4.75 Crore,"B-17, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR8.3 Crore,"B-17, Islamabad, Islamabad Capital"
1 Kanal,6,7,PKR7.5 Crore,"Soan Garden, Islamabad, Islamabad Capital"
8 Marla,5,5,PKR4.25 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR3.6 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,6,6,PKR2.65 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR5.3 Crore,"D-12, Islamabad, Islamabad Capital"
1 Kanal,-,8,PKR26 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR3.7 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR5.75 Crore,"D-12, Islamabad, Islamabad Capital"
12 Marla,6,6,PKR7.25 Crore,"PWD Housing Scheme, Islamabad, Islamabad Capital"
7 Marla,5,6,PKR2.65 Crore,"Soan Garden, Islamabad, Islamabad Capital"
10 Marla,6,7,PKR3.5 Crore,"Soan Garden, Islamabad, Islamabad Capital"
8 Marla,4,4,PKR9 Crore,"D-12, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR11.5 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.5 Crore,"FECHS, Islamabad, Islamabad Capital"
12 Marla,6,6,PKR6.5 Crore,"PWD Housing Scheme, Islamabad, Islamabad Capital"
14.2 Marla,7,7,PKR15 Crore,"D-12, Islamabad, Islamabad Capital"
6 Marla,6,5,PKR2.65 Crore,"Soan Garden, Islamabad, Islamabad Capital"
10 Marla,5,4,PKR8.5 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,2,2,PKR1.6 Crore,"FECHS, Islamabad, Islamabad Capital"
10 Marla,6,6,PKR11.5 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,6,7,PKR10.25 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,-,-,PKR2.45 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR5.65 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR5.75 Crore,"D-12, Islamabad, Islamabad Capital"
7 Marla,7,5,PKR3.65 Crore,"FECHS, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.5 Crore,"B-17, Islamabad, Islamabad Capital"
4 Marla,4,3,PKR4.8 Crore,"D-12, Islamabad, Islamabad Capital"
1 Kanal,6,9,PKR16.5 Crore,"D-12, Islamabad, Islamabad Capital"
14 Marla,7,6,PKR6.5 Crore,"B-17, Islamabad, Islamabad Capital"
4 Marla,4,3,PKR4.65 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,6,7,PKR10.5 Crore,"D-12, Islamabad, Islamabad Capital"
10 Marla,5,4,PKR4.5 Crore,"FECHS, Islamabad, Islamabad Capital"
5 Marla,6,6,PKR2.6 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,-,-,PKR2.8 Crore,"B-17, Islamabad, Islamabad Capital"
12.4 Marla,6,5,PKR5.5 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,6,4,PKR2.65 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.2 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.5 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.2 Crore,"B-17, Islamabad, Islamabad Capital"
12 Marla,7,7,PKR7.25 Crore,"FECHS, Islamabad, Islamabad Capital"
12 Marla,7,6,PKR6 Crore,"FECHS, Islamabad, Islamabad Capital"
7 Marla,6,7,PKR3.75 Crore,"FECHS, Islamabad, Islamabad Capital"
7 Marla,3,2,PKR2.4 Crore,"FECHS, Islamabad, Islamabad Capital"
7 Marla,7,4,PKR3.4 Crore,"FECHS, Islamabad, Islamabad Capital"
8 Marla,5,5,PKR9.5 Crore,"D-12, Islamabad, Islamabad Capital"
4 Marla,3,3,PKR4.1 Crore,"D-12, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR3.45 Crore,"FECHS, Islamabad, Islamabad Capital"
8 Marla,6,4,PKR4 Crore,"B-17, Islamabad, Islamabad Capital"
10 Marla,6,4,PKR3.9 Crore,"B-17, Islamabad, Islamabad Capital"
5.6 Marla,PKR1.48 Crore,4,PKR3.95 Crore,PKR1 Crore
8 Marla,4,4,PKR3 Crore,"Soan Garden, Islamabad, Islamabad Capital"
4 Marla,-,-,PKR4 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,4,4,PKR3.5 Crore,"B-17, Islamabad, Islamabad Capital"
10 Marla,6,5,PKR11.5 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,6,4,PKR8.75 Crore,"D-12, Islamabad, Islamabad Capital"
4 Marla,4,3,PKR4.75 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.1 Crore,"B-17, Islamabad, Islamabad Capital"
12 Marla,6,6,PKR5.8 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,3,2,PKR2.25 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.1 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.2 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,4,4,PKR3.3 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.3 Crore,"B-17, Islamabad, Islamabad Capital"
1 Kanal,4,3,PKR5.25 Crore,"Soan Garden, Islamabad, Islamabad Capital"
1 Kanal,5,5,PKR18 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,6,6,PKR4 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,6,6,PKR4 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,5,PKR3.15 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,6,6,PKR4 Crore,"B-17, Islamabad, Islamabad Capital"
4 Marla,3,3,PKR4.8 Crore,"D-12, Islamabad, Islamabad Capital"
4 Marla,3,3,PKR4.15 Crore,"D-12, Islamabad, Islamabad Capital"
1 Kanal,6,7,PKR19 Crore,"D-12, Islamabad, Islamabad Capital"
10 Marla,4,3,PKR1.9 Crore,"Soan Garden, Islamabad, Islamabad Capital"
4 Marla,3,3,PKR4.75 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR3.15 Crore,"FECHS, Islamabad, Islamabad Capital"
4 Marla,5,3,PKR4.65 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,6,4,PKR4.3 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,6,4,PKR3.5 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,6,4,PKR2.1 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,6,7,PKR8.35 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,6,4,PKR3.7 Crore,"FECHS, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR6.75 Crore,"Soan Garden, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.5 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.25 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.5 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.8 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.3 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.35 Crore,"B-17, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR3.4 Crore,"FECHS, Islamabad, Islamabad Capital"
10 Marla,3,3,PKR4.5 Crore,"FECHS, Islamabad, Islamabad Capital"
8 Marla,7,7,PKR3.4 Crore,"FECHS, Islamabad, Islamabad Capital"
7 Marla,7,5,PKR3.15 Crore,"FECHS, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.5 Crore,"FECHS, Islamabad, Islamabad Capital"
5 Marla,4,3,PKR2.6 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,3,PKR2.5 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,6,6,PKR4.3 Crore,"B-17, Islamabad, Islamabad Capital"
1 Kanal,6,6,PKR9.4 Crore,"B-17, Islamabad, Islamabad Capital"
1 Kanal,7,6,PKR19.5 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR4.3 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,3,2,PKR2.4 Crore,"FECHS, Islamabad, Islamabad Capital"
4 Marla,4,4,PKR4.25 Crore,"D-12, Islamabad, Islamabad Capital"
14 Marla,6,6,PKR14.5 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,4,3,PKR5.65 Crore,"D-12, Islamabad, Islamabad Capital"
8 Marla,6,6,PKR2.7 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,6,6,PKR3.95 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.7 Crore,"B-17, Islamabad, Islamabad Capital"
7 Marla,6,5,PKR3.15 Crore,"FECHS, Islamabad, Islamabad Capital"
15 Marla,4,4,PKR4 Crore,"Soan Garden, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR3.4 Crore,"FECHS, Islamabad, Islamabad Capital"
10 Marla,6,5,PKR4.25 Crore,"PWD Housing Scheme, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR3.3 Crore,"FECHS, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR3.45 Crore,"FECHS, Islamabad, Islamabad Capital"
8 Marla,6,5,PKR3.1 Crore,"FECHS, Islamabad, Islamabad Capital"
7 Marla,4,3,PKR2.5 Crore,"FECHS, Islamabad, Islamabad Capital"
1 Kanal,7,6,PKR8.3 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,6,4,PKR3.6 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.6 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.45 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,5,PKR2.2 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,5,PKR2.8 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,7,6,PKR10.25 Crore,"D-12, Islamabad, Islamabad Capital"
1 Kanal,6,10,PKR6.1 Crore,"Soan Garden, Islamabad, Islamabad Capital"
7 Marla,5,5,PKR3.3 Crore,"Soan Garden, Islamabad, Islamabad Capital"
5 Marla,3,3,PKR1.9 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,6,5,PKR2.3 Crore,"B-17, Islamabad, Islamabad Capital"
14 Marla,6,10,PKR7.8 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,4,4,PKR2.1 Crore,"B-17, Islamabad, Islamabad Capital"
7 Marla,5,4,PKR9.75 Crore,"D-12, Islamabad, Islamabad Capital"
5 Marla,-,-,PKR2.8 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,7,6,PKR3.75 Crore,"PWD Housing Scheme, Islamabad, Islamabad Capital"
1 Kanal,6,7,PKR5.5 Crore,"Soan Garden, Islamabad, Islamabad Capital"
7 Marla,5,4,PKR3.35 Crore,"FECHS, Islamabad, Islamabad Capital"
1 Kanal,6,7,PKR7.5 Crore,"FECHS, Islamabad, Islamabad Capital"
8 Marla,6,6,PKR3.96 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.3 Crore,"B-17, Islamabad, Islamabad Capital"
8 Marla,4,4,PKR2.4 Crore,"B-17, Islamabad, Islamabad Capital"
5 Marla,5,4,PKR2.5 Crore,"FECHS, Islamabad, Islamabad Capital"
1 Kanal,6,7,PKR7 Crore,"Soan Garden, Islamabad, Islamabad Capital"
12 Marla,4,3,PKR3.25 Crore,"Soan Garden, Islamabad, Islamabad Capital"
5 Marla,5,5,PKR2.65 Crore,"Soan Garden, Islamabad, Islamabad Capital"
4 Marla,5,4,PKR4.4 Crore,"D-12, Islamabad, Islamabad Capital"
10 Marla,6,5,PKR13 Crore,"D-12, Islamabad, Islamabad Capital"
9.3 Marla,3,2,PKR2.6 Crore,"Soan Garden, Islamabad, Islamabad Capital"
1 Kanal,7,7,PKR26.5 Crore,"D-12, Islamabad, Islamabad Capital"
